anomalyID, srcIP, srcPort, dstIP, dstPort, taxonomy, heuristic, distance, nbDetectors, label
0,203.180.193.203,,206.108.229.126,,ipv4gretun,0.23108,6,anomalous
0,203.180.193.203,,204.206.44.225,,ipv4gretun,0.23108,6,anomalous
1,81.57.79.223,,133.139.193.192,6534,alphfl,0.52721,9,anomalous
2,13.114.169.63,,,1433,ntscSYN,0.02434,3,anomalous
3,122.219.69.149,,,1433,ntscSYN,0.02434,3,anomalous
4,37.201.152.38,14676,,5060,ntscUDPOther,0.02434,3,anomalous
5,163.221.27.217,,,1433,ntscSYN,0.02434,3,anomalous
6,188.163.188.135,,,1900,ntscUDPOther,0.02434,3,anomalous
7,113.211.191.117,,,80,ntscSYN,0.02434,3,anomalous
7,113.211.191.117,,,443,ntscSYN,0.02434,3,anomalous
8,61.77.113.50,,,65529,ntscSYN,0.02434,3,anomalous
9,115.216.135.90,,,445,ntscSYN139445,0.02434,3,anomalous
9,115.216.135.90,,,1433,ntscSYN139445,0.02434,3,anomalous
10,192.95.169.188,5062,,5160,ntscUDPOther,0.4432,7,anomalous
11,37.201.154.231,43966,,5960,ntscUDPOther,0.02434,3,anomalous
12,165.12.106.190,50457,,5683,ntscUDPOther,0.10098,4,anomalous
13,101.30.245.228,,,800,ntscSYN,0.02434,3,anomalous
14,203.180.212.8,,,1433,ntscSYN,0.02434,3,anomalous
15,185.13.60.58,,,1900,ntscUDPOther,0.02434,3,anomalous
16,93.115.212.14,,,1433,ntscSYN,0.02434,3,anomalous
17,116.232.226.81,,,445,ntscSYN139445,0.02434,3,anomalous
18,42.68.46.91,,,1433,ntscSYN,0.02434,3,anomalous
19,193.169.246.95,,,1900,ntscUDPOther,0.02434,3,anomalous
20,218.69.27.153,,,1433,ntscSYN,0.01307,4,anomalous
21,222.153.242.243,,,1433,ntscSYN,0.02434,3,anomalous
22,113.150.178.231,,,1433,ntscSYN,0.02434,3,anomalous
23,112.229.21.5,,,445,sntscSYN,0.02434,3,anomalous
24,59.210.229.109,,,1433,ntscSYN139445,0.02434,3,anomalous
24,59.210.229.109,,,445,ntscSYN139445,0.02434,3,anomalous
25,188.163.187.102,,,1900,ntscUDPOther,0.02434,3,anomalous
26,188.15.127.142,,,,ntscICec,0.02434,3,anomalous
